"id_cliente","nome_cliente","idade","endereco"
"2640","Gloria","26","SP"
"2641","João","49","PR"
"2642","David","36","MG"
"2643","Iris","20","MS"
"2644","Elena","43","MS"
"2645","Hector","33","MG"
"2646","Bruno","21","PI"
"2647","João","41","PI"
"2648","Carla","40","GO"
"2649","Hector","44","MS"
"2650","Iris","41","SP"
"2651","Gloria","30","BA"
"2652","Gloria","30","RJ"
"2653","Bruno","34","GO"
"2654","Alice","20","RJ"
"2655","Elena","39","RN"
"2656","Alice","38","MG"
"2657","Alice","22","RJ"
"2658","Bruno","28","MA"
"2659","João","41","PA"
"2660","Hector","45","AM"
"2661","Alice","21","DF"
"2662","Bruno","26","PA"
"2663","Carla","19","RN"
"2664","Elena","21","MT"
"2665","Iris","19","DF"
"2666","Felipe","24","MG"
"2667","João","39","PB"
"2668","Iris","30","SP"
"2669","Elena","38","AL"
"2670","Felipe","37","ES"
"2671","David","44","MG"
"2672","Elena","38","AP"
"2673","Carla","34","CE"
"2674","Bruno","24","AC"
"2675","Felipe","41","GO"
"2676","Carla","19","RN"
"2677","Iris","39","PR"
"2678","Hector","50","RS"
"2679","Carla","47","SP"
"2680","Elena","26","MA"
"2681","Carla","18","SP"
"2682","João","32","AM"
"2683","Bruno","33","DF"
"2684","Hector","44","AC"
"2685","Elena","18","MA"
"2686","Hector","28","PR"
"2687","David","41","GO"
"2688","João","35","CE"
"2689","João","27","AC"
"2690","Iris","49","AM"
"2691","Elena","28","RS"
"2692","Carla","40","RS"
"2693","João","22","PB"
"2694","Bruno","21","AM"
"2695","Bruno","43","SP"
"2696","Carla","42","AL"
"2697","Elena","24","PI"
"2698","Iris","36","CE"
"2699","Felipe","19","ES"
"2700","Felipe","23","RN"
"2701","Iris","34","PA"
"2702","Carla","41","BA"
"2703","Gloria","19","MG"
"2704","João","24","ES"
"2705","Felipe","35","MS"
"2706","Carla","46","BA"
"2707","Gloria","29","RN"
"2708","João","23","RS"
"2709","Elena","42","PA"
"2710","Felipe","33","PA"
"2711","David","27","PI"
"2712","David","21","BA"
"2713","Elena","47","ES"
"2714","Carla","27","CE"
"2715","David","19","BA"
"2716","Bruno","49","ES"
"2717","Hector","49","AM"
"2718","Bruno","31","PE"
"2719","Felipe","31","RJ"
"2720","Hector","49","PE"
"2721","João","23","MS"
"2722","João","22","AP"
"2723","João","20","RJ"
"2724","Elena","37","AM"
"2725","Felipe","42","AP"
"2726","Bruno","22","PI"
"2727","Bruno","48","MT"
"2728","Alice","50","AL"
"2729","Alice","37","DF"
"2730","Elena","37","ES"
"2731","Iris","20","BA"
"2732","Hector","48","RJ"
"2733","Iris","45","MG"
"2734","Elena","46","MT"
"2735","Carla","30","ES"
"2736","Carla","36","MG"
"2737","Felipe","25","AM"
"2738","Elena","50","GO"
"2739","Bruno","18","RS"
"2740","David","40","RN"
"2741","Iris","21","RJ"
"2742","Hector","41","AM"
"2743","Bruno","31","PB"
"2744","João","42","SP"
"2745","Carla","23","RN"
"2746","Gloria","34","AC"
"2747","David","33","AP"
"2748","João","37","MG"
"2749","Iris","23","PI"
"2750","Carla","23","RS"
"2751","Iris","40","PE"
"2752","Alice","46","PI"
"2753","Alice","47","RS"
"2754","Gloria","20","RN"
"2755","João","19","SP"
"2756","João","29","RN"
"2757","David","21","ES"
"2758","David","22","MS"
"2759","Felipe","48","PI"
"2760","Carla","27","MG"
"2761","Gloria","32","AL"
"2762","João","36","PB"
"2763","Felipe","40","RJ"
"2764","João","47","PI"
"2765","Alice","35","BA"
"2766","Gloria","39","AL"
"2767","Carla","47","MT"
"2768","Bruno","18","SP"
"2769","Iris","34","SP"
"2770","João","26","MA"
"2771","Felipe","22","BA"
"2772","Carla","42","AL"
"2773","Iris","38","MT"
"2774","João","23","AM"
"2775","Alice","43","AM"
"2776","Felipe","21","RN"
"2777","Hector","19","MG"
"2778","Bruno","49","GO"
"2779","Bruno","35","MG"
"2780","João","19","MA"
"2781","João","50","RN"
"2782","Gloria","28","PE"
"2783","Alice","33","RN"
"2784","Elena","46","SP"
"2785","Carla","28","GO"
"2786","Felipe","26","AL"
"2787","Felipe","31","RJ"
"2788","Hector","30","PR"
"2789","Iris","27","AL"
"2790","Elena","30","RN"
"2791","Iris","37","MS"
"2792","Alice","36","ES"
"2793","Felipe","50","RJ"
"2794","Gloria","34","ES"
"2795","Gloria","39","MG"
"2796","Bruno","43","MG"
"2797","Elena","41","MA"
"2798","Carla","22","RJ"
"2799","Elena","44","RJ"
"2800","Gloria","33","SP"
"2801","David","37","MG"
"2802","Iris","26","DF"
"2803","Gloria","50","RS"
"2804","Iris","34","AM"
"2805","Alice","37","DF"
"2806","João","20","PA"
"2807","Gloria","21","RN"
"2808","David","23","AC"
"2809","Iris","37","RS"
"2810","Bruno","22","MS"
"2811","Gloria","18","PB"
"2812","Iris","34","RN"
"2813","Elena","43","ES"
"2814","João","18","GO"
"2815","Carla","44","PR"
"2816","Iris","38","MA"
"2817","Gloria","44","RJ"
"2818","David","43","PE"
"2819","Iris","40","RN"
"2820","Iris","21","PE"
"2821","Felipe","27","ES"
"2822","Hector","30","CE"
"2823","Hector","30","MS"
"2824","Carla","23","PR"
"2825","Alice","38","PA"
"2826","Carla","42","MA"
"2827","Iris","38","PA"
"2828","Hector","21","MG"
"2829","Carla","32","GO"
"2830","Bruno","50","GO"
"2831","Alice","40","PE"
"2832","Elena","30","MT"
"2833","David","49","RN"
"2834","Felipe","31","AP"
"2835","Alice","39","MT"
"2836","Gloria","41","MG"
"2837","Alice","41","RN"
"2838","Alice","48","PR"
"2839","Felipe","43","AM"
"2840","Elena","28","MS"
"2841","João","37","PA"
"2842","Gloria","26","AC"
"2843","Carla","34","MA"
"2844","Iris","19","PB"
"2845","Hector","37","DF"
"2846","Alice","43","BA"
"2847","Felipe","49","AP"
"2848","Hector","32","PB"
"2849","David","44","PI"
"2850","Elena","26","RJ"
"2851","Iris","39","PI"
"2852","Iris","32","CE"
"2853","Felipe","29","RJ"
"2854","Carla","27","AL"
"2855","Felipe","31","AM"
"2856","Hector","37","AL"
"2857","Felipe","21","SP"
"2858","Bruno","21","RN"
"2859","Bruno","24","RS"
"2860","Bruno","20","MT"
"2861","Carla","20","DF"
"2862","Felipe","33","DF"
"2863","Felipe","19","PI"
"2864","Iris","49","PI"
"2865","Carla","23","RJ"
"2866","Iris","38","AL"
"2867","David","23","BA"
"2868","Hector","39","RN"
"2869","Hector","36","ES"
"2870","Bruno","42","PE"
"2871","Carla","48","AM"
"2872","David","30","PE"
"2873","Elena","49","PA"
"2874","Iris","48","RS"
"2875","Hector","34","PB"
"2876","Alice","46","MS"
"2877","Elena","18","PI"
"2878","Alice","30","RS"
"2879","João","29","AP"
"2880","Elena","19","PA"
"2881","Elena","34","PR"
"2882","Iris","30","RN"
"2883","João","38","ES"
"2884","Elena","47","MG"
"2885","Felipe","44","AP"
"2886","Gloria","26","RS"
"2887","Felipe","35","AL"
"2888","Gloria","20","RN"
"2889","Carla","33","MG"
"2890","Bruno","23","AM"
"2891","Bruno","19","AL"
"2892","Alice","23","DF"
"2893","David","45","MS"
"2894","David","33","PB"
"2895","Felipe","47","PE"
"2896","João","45","PE"
"2897","Gloria","21","MA"
"2898","Hector","36","CE"
"2899","Elena","32","PE"
"2900","Alice","22","PE"
"2901","João","22","SP"
"2902","Carla","40","PA"
"2903","Elena","29","PA"
"2904","Carla","49","BA"
"2905","Alice","31","AL"
"2906","Elena","32","MS"
"2907","David","47","RN"
"2908","Carla","45","PI"
"2909","Carla","35","PA"
"2910","Felipe","20","PR"
"2911","Alice","34","MS"
"2912","Iris","30","RJ"
"2913","Alice","42","MA"
"2914","David","23","RJ"
"2915","Alice","19","MT"
"2916","David","39","RS"
"2917","Elena","48","PA"
"2918","Bruno","39","MG"
"2919","Iris","49","AL"
"2920","Alice","33","SP"
"2921","Carla","34","RS"
"2922","Hector","37","PR"
"2923","David","36","BA"
"2924","Iris","22","SP"
"2925","Gloria","42","MA"
"2926","Gloria","33","PR"
"2927","Iris","20","BA"
"2928","Elena","26","MT"
"2929","Carla","49","RJ"
"2930","Alice","21","RN"
"2931","Elena","33","GO"
"2932","Hector","44","AL"
"2933","Hector","32","SP"
"2934","Felipe","23","SP"
"2935","Carla","39","RJ"
"2936","Alice","50","MA"
"2937","Gloria","37","PE"
"2938","Felipe","20","DF"
"2939","Felipe","34","RS"
"2940","Carla","43","PB"
"2941","David","25","AM"
"2942","Bruno","38","AL"
"2943","Iris","26","GO"
"2944","Carla","41","PE"
"2945","Hector","40","MG"
"2946","Hector","47","AP"
"2947","Carla","36","PA"
"2948","David","48","MG"
"2949","Gloria","23","RN"
"2950","Iris","48","DF"
"2951","David","25","CE"
"2952","João","39","PB"
"2953","Carla","36","AP"
"2954","Felipe","50","RJ"
"2955","Bruno","20","PR"
"2956","João","50","GO"
"2957","Elena","40","RN"
"2958","Bruno","29","AL"
"2959","Felipe","29","PB"
"2960","Carla","44","PB"
"2961","Carla","43","PB"
"2962","Carla","23","BA"
"2963","David","29","CE"
"2964","João","29","PR"
"2965","Hector","35","MS"
"2966","Alice","38","AC"
"2967","David","24","RS"
"2968","Bruno","22","MG"
"2969","Bruno","49","AP"
"2970","Carla","41","MG"
"2971","Elena","20","PE"
"2972","Elena","19","AL"
"2973","Gloria","19","AM"
"2974","Hector","36","RS"
"2975","Bruno","30","PA"
"2976","Alice","34","GO"
"2977","Hector","39","AC"
"2978","Iris","31","RS"
"2979","Bruno","34","PI"
"2980","Iris","22","PA"
"2981","David","19","MG"
"2982","Hector","44","ES"
"2983","Gloria","26","PB"
"2984","Iris","23","RN"
"2985","Elena","32","ES"
"2986","João","30","AP"
"2987","Gloria","22","MS"
"2988","Carla","43","AP"
"2989","Carla","18","MT"
"2990","Bruno","19","AM"
"2991","Bruno","21","DF"
"2992","Elena","39","MA"
"2993","João","19","BA"
"2994","Elena","46","RN"
"2995","Elena","29","PR"
"2996","Elena","42","AM"
"2997","Elena","28","MT"
"2998","Hector","38","MT"
"2999","João","44","DF"
"3000","Felipe","35","DF"
"3001","Iris","48","PA"
"3002","Gloria","50","CE"
"3003","João","27","GO"
"3004","João","27","MG"
"3005","Alice","49","MG"
"3006","Bruno","22","AP"
"3007","Bruno","42","PR"
"3008","David","22","PR"
"3009","Bruno","45","MA"
"3010","Hector","33","MT"
"3011","Gloria","42","PI"
"3012","Elena","35","PI"
"3013","João","48","RJ"
"3014","Iris","29","MG"
"3015","Felipe","49","AM"
"3016","Felipe","34","RN"
"3017","João","39","RN"
"3018","Iris","40","MA"
"3019","Iris","44","DF"
"3020","Alice","18","PA"
"3021","David","50","ES"
"3022","Bruno","22","RS"
"3023","Bruno","46","MT"
"3024","Bruno","21","MG"
"3025","João","20","PB"
"3026","Iris","29","PI"
"3027","Hector","30","AC"
"3028","Gloria","43","AM"
"3029","Gloria","31","DF"
"3030","Gloria","50","AM"
"3031","Gloria","29","PA"
"3032","João","46","CE"
"3033","Felipe","19","MG"
"3034","Felipe","30","MS"
"3035","Iris","45","CE"
"3036","João","22","SP"
"3037","David","29","PR"
"3038","Felipe","45","MS"
"3039","João","23","RS"
"3040","Elena","42","PR"
"3041","Hector","38","RS"
"3042","Felipe","20","SP"
"3043","Felipe","37","RN"
"3044","Iris","40","AC"
"3045","Carla","50","CE"
"3046","Alice","33","ES"
"3047","João","39","PE"
"3048","Alice","19","AM"
"3049","Alice","27","PR"
"3050","João","21","SP"
"3051","Bruno","25","RJ"
"3052","Iris","49","PA"
"3053","Iris","32","PR"
"3054","Carla","34","PI"
"3055","Elena","43","DF"
"3056","Carla","43","BA"
"3057","Felipe","32","AL"
"3058","Felipe","36","CE"
"3059","Alice","30","PI"
"3060","David","20","MG"
"3061","Alice","38","AL"
"3062","Felipe","21","GO"
"3063","Iris","23","DF"
"3064","Bruno","32","PA"
"3065","Iris","35","MA"
"3066","Carla","41","CE"
"3067","Bruno","48","RN"
"3068","Gloria","31","MT"
"3069","Gloria","36","RJ"
"3070","Alice","25","BA"
"3071","Elena","34","AP"
"3072","David","29","PI"
"3073","João","39","MS"
"3074","Alice","44","PR"
"3075","Hector","29","AC"
"3076","João","39","PR"
"3077","João","49","BA"
"3078","Felipe","24","BA"
"3079","David","36","PI"
"3080","Gloria","38","BA"
"3081","Carla","21","BA"
"3082","David","19","GO"
"3083","Carla","35","AL"
"3084","Felipe","47","RJ"
"3085","David","39","RJ"
"3086","Elena","23","PA"
"3087","Elena","37","PE"
"3088","Hector","32","CE"
"3089","Felipe","44","PR"
"3090","Bruno","38","MA"
"3091","Carla","30","PR"
"3092","Iris","47","PR"
"3093","Elena","21","MA"
"3094","João","35","PA"
"3095","Carla","33","GO"
"3096","Carla","24","PA"
"3097","Felipe","33","AC"
"3098","João","37","MA"
"3099","Carla","33","MG"
"3100","Elena","46","ES"
"3101","David","39","MS"
"3102","Gloria","35","MS"
"3103","Alice","49","SP"
"3104","David","23","PE"
"3105","Elena","27","MA"
"3106","João","24","PR"
"3107","Carla","35","RS"
"3108","Elena","38","MS"
"3109","David","47","RN"
"3110","Iris","43","AL"
"3111","Bruno","31","BA"
"3112","Felipe","39","RJ"
"3113","Elena","36","RN"
"3114","Alice","25","AM"
"3115","Carla","35","GO"
"3116","Felipe","18","MA"
"3117","Alice","30","AP"
"3118","Gloria","19","RN"
"3119","Carla","19","CE"
"3120","Carla","48","PE"
"3121","Alice","38","GO"
"3122","Alice","46","AP"
"3123","João","28","AP"
"3124","David","35","GO"
"3125","Hector","40","SP"
"3126","Gloria","25","SP"
"3127","Hector","25","PI"
"3128","Bruno","36","SP"
"3129","Iris","45","PA"
"3130","Iris","43","GO"
"3131","Bruno","47","MG"
"3132","Alice","40","MG"
"3133","Iris","22","PB"
"3134","Felipe","23","AL"
"3135","Hector","35","PR"
"3136","Hector","36","PR"
"3137","David","33","AC"
"3138","David","50","AC"
"3139","David","30","DF"
"3140","Carla","34","MS"
"3141","Carla","21","AC"
"3142","Felipe","27","MT"
"3143","Iris","21","SP"
"3144","Felipe","21","RN"
"3145","Alice","18","MA"
"3146","Elena","45","MT"
"3147","João","43","MT"
"3148","Carla","35","PB"
"3149","David","37","SP"
"3150","Alice","42","PB"
"3151","Elena","23","AC"
"3152","Hector","33","BA"
"3153","Elena","27","MS"
"3154","Carla","43","AM"
"3155","Iris","24","BA"
"3156","Hector","34","GO"
"3157","Hector","34","GO"
"3158","Gloria","18","MS"
"3159","Alice","42","MT"
"3160","Felipe","50","MA"
"3161","Felipe","18","PI"
"3162","Felipe","50","AL"
"3163","Elena","34","AP"
"3164","Elena","49","MG"
"3165","João","31","PI"
"3166","João","20","RN"
"3167","João","27","AP"
"3168","Hector","20","MS"
"3169","Gloria","24","AC"
"3170","Carla","19","RS"
"3171","Felipe","41","MT"
"3172","Bruno","31","MS"
"3173","Alice","33","BA"
"3174","Bruno","32","DF"
"3175","Felipe","37","PA"
"3176","Bruno","30","RN"
"3177","David","46","RJ"
"3178","David","48","PB"
"3179","Carla","46","AM"
"3180","Bruno","24","PI"
"3181","David","46","MG"
"3182","David","37","PB"
"3183","Alice","25","AC"
"3184","João","35","AC"
"3185","Alice","21","BA"
"3186","David","23","PI"
"3187","Hector","18","MT"
"3188","Alice","23","PA"
"3189","Iris","23","MG"
"3190","Hector","40","ES"
"3191","David","25","MS"
"3192","Gloria","39","DF"
"3193","Bruno","40","RN"
"3194","Iris","24","BA"
"3195","Hector","48","PA"
"3196","João","29","GO"
"3197","Iris","30","PA"
"3198","Elena","20","MG"
"3199","João","27","ES"
"3200","Elena","22","AC"
"3201","Carla","44","RS"
"3202","Hector","23","AC"
"3203","David","39","DF"
"3204","Iris","34","DF"
"3205","Elena","22","AL"
"3206","Carla","47","PB"
"3207","Iris","22","MT"
"3208","Gloria","30","PR"
"3209","Felipe","32","PE"
"3210","Carla","35","SP"
"3211","Alice","31","PR"
"3212","Carla","33","PI"
"3213","Felipe","50","SP"
"3214","Elena","25","AM"
"3215","Hector","36","MG"
"3216","Bruno","39","RS"
"3217","João","35","PR"
"3218","David","39","AC"
"3219","David","50","AP"
"3220","Felipe","34","PB"
"3221","Bruno","18","PI"
"3222","Alice","21","AL"
"3223","Alice","20","MS"
"3224","Alice","30","PI"
"3225","Iris","38","GO"
"3226","João","33","MA"
"3227","Hector","36","AP"
"3228","Hector","38","RJ"
"3229","Elena","27","MT"
"3230","Felipe","18","ES"
"3231","Bruno","24","MG"
"3232","Elena","22","BA"
"3233","Iris","35","ES"
"3234","Carla","31","PR"
"3235","Gloria","23","SP"
"3236","Gloria","18","MS"
"3237","Gloria","26","DF"
"3238","Bruno","23","PB"
"3239","Felipe","27","AC"
"3240","Carla","26","MG"
"3241","Gloria","48","DF"
"3242","João","40","MA"
"3243","Felipe","29","RJ"
"3244","Carla","29","RN"
"3245","Elena","29","PA"
"3246","Bruno","32","MA"
"3247","David","50","GO"
"3248","David","39","SP"
"3249","João","24","PR"
"3250","Elena","27","CE"
"3251","Gloria","49","MA"
"3252","João","27","MG"
"3253","Bruno","28","AL"
"3254","David","20","SP"
"3255","João","28","AM"
"3256","Elena","45","AM"
"3257","Gloria","40","DF"
"3258","Iris","18","AC"
"3259","Gloria","38","ES"
"3260","Hector","22","PE"
"3261","Hector","29","MT"
"3262","Iris","26","AC"
"3263","Gloria","25","MG"
"3264","João","32","PA"
"3265","Alice","40","BA"
"3266","Iris","20","AL"
"3267","Iris","37","PR"
"3268","David","30","RS"
"3269","David","29","AL"
"3270","Alice","37","RJ"
"3271","Gloria","23","RN"
"3272","David","47","DF"
"3273","Hector","33","AC"
"3274","Bruno","35","PI"
"3275","David","26","PB"
"3276","Elena","30","SP"
"3277","Iris","21","DF"
"3278","Carla","24","DF"
"3279","Carla","29","PI"
"3280","Iris","50","RJ"
"3281","Bruno","42","CE"
"3282","Felipe","43","GO"
"3283","Carla","42","PA"
"3284","Gloria","28","CE"
"3285","Bruno","35","RJ"
"3286","Alice","22","RS"
"3287","Gloria","38","RJ"
"3288","Felipe","43","BA"
"3289","Hector","24","RS"
"3290","João","41","RN"
"3291","João","27","AP"
"3292","Alice","27","AL"
"3293","Hector","34","DF"
"3294","David","45","PI"
"3295","David","34","AP"
"3296","João","29","AL"
"3297","Alice","26","BA"
"3298","Bruno","40","SP"
"3299","Alice","26","BA"
"3300","Felipe","26","RN"
"3301","Iris","27","AM"
"3302","Hector","46","PI"
"3303","João","41","BA"
"3304","David","33","GO"
"3305","Felipe","35","MT"
"3306","David","25","DF"
"3307","Iris","24","PR"
"3308","David","28","PA"
"3309","Felipe","22","AM"
"3310","Alice","50","CE"
"3311","Iris","26","RJ"
"3312","Gloria","33","PR"
"3313","Gloria","50","PI"
"3314","Gloria","46","PR"
"3315","Elena","23","DF"
"3316","David","27","RS"
"3317","Gloria","26","AC"
"3318","Elena","40","AL"
"3319","Iris","34","DF"
"3320","Hector","32","AL"
"3321","Gloria","37","RJ"
"3322","Bruno","18","SP"
"3323","Iris","35","SP"
"3324","Elena","40","BA"
"3325","Carla","22","AP"
"3326","Carla","22","PI"
"3327","Iris","21","PI"
"3328","João","19","MS"
"3329","Bruno","50","MA"
"3330","Alice","26","PA"
"3331","Alice","47","RS"
"3332","Gloria","31","PR"
"3333","Felipe","45","PE"
"3334","Bruno","47","AL"
"3335","Elena","41","PB"
"3336","Iris","43","PB"
"3337","Carla","33","MG"
"3338","Gloria","43","RJ"
"3339","Hector","46","AM"
"3340","Alice","25","AM"
"3341","Elena","32","AP"
"3342","David","23","BA"
"3343","Iris","40","MG"
"3344","David","23","PE"
"3345","João","32","BA"
"3346","David","35","PI"
"3347","Felipe","35","DF"
"3348","David","29","BA"
"3349","Felipe","41","PE"
"3350","Carla","39","PR"
"3351","Bruno","34","MS"
"3352","Felipe","29","PR"
"3353","Gloria","49","GO"
"3354","Iris","23","AC"
"3355","Bruno","34","SP"
"3356","Gloria","47","BA"
"3357","Gloria","30","MT"
"3358","Gloria","50","GO"
"3359","Felipe","31","PE"
"3360","Elena","21","ES"
"3361","Elena","19","DF"
"3362","Hector","25","AM"
"3363","Felipe","35","GO"
"3364","Alice","32","AM"
"3365","Iris","48","AL"
"3366","Bruno","43","PR"
"3367","Bruno","25","CE"
"3368","Hector","44","RN"
"3369","Carla","39","SP"
"3370","David","42","MA"
"3371","Carla","44","DF"
"3372","Gloria","35","SP"
"3373","Alice","25","SP"
"3374","Felipe","37","PI"
"3375","Bruno","23","AL"
"3376","David","26","PB"
"3377","Gloria","42","RJ"
"3378","João","29","SP"
"3379","Carla","36","CE"
"3380","Gloria","43","PE"
"3381","Elena","24","BA"
"3382","Carla","38","MA"
"3383","Gloria","36","RN"
"3384","Felipe","50","GO"
"3385","Gloria","34","PE"
"3386","Hector","50","ES"
"3387","Elena","37","PI"
"3388","Gloria","24","AM"
"3389","David","44","GO"
"3390","Iris","34","AC"
"3391","Elena","25","RS"
"3392","Elena","37","AC"
"3393","Iris","18","PE"
"3394","Iris","37","MS"
"3395","David","41","MA"
"3396","Bruno","37","MA"
"3397","João","28","BA"
"3398","João","25","RS"
"3399","Felipe","23","AC"
"3400","Hector","47","PB"
"3401","Iris","35","GO"
"3402","Carla","34","DF"
"3403","Hector","33","BA"
"3404","Carla","41","RJ"
"3405","Felipe","32","MG"
"3406","Gloria","46","AC"
"3407","Carla","23","PA"
"3408","Alice","43","PR"
"3409","David","29","PR"
"3410","Gloria","28","AC"
"3411","Bruno","37","AC"
"3412","Bruno","21","GO"
"3413","Felipe","30","AC"
"3414","Hector","31","PR"
"3415","Bruno","35","RN"
"3416","David","48","PR"
"3417","Gloria","28","MT"
"3418","David","29","AL"
"3419","David","27","GO"
"3420","Hector","41","RJ"
"3421","Elena","39","PE"
"3422","Carla","46","PI"
"3423","Gloria","23","MA"
"3424","Gloria","21","RS"
"3425","Felipe","39","AC"
"3426","Hector","33","MA"
"3427","Gloria","24","AL"
"3428","David","18","MA"
"3429","Felipe","34","RN"
"3430","Elena","48","SP"
"3431","Alice","19","DF"
"3432","Alice","26","ES"
"3433","Iris","44","GO"
"3434","Bruno","45","CE"
"3435","Iris","46","PI"
"3436","Elena","32","PE"
"3437","Hector","39","RN"
"3438","Alice","18","GO"
"3439","Iris","18","ES"
"3440","Elena","30","RJ"
"3441","Alice","38","AL"
"3442","Gloria","35","BA"
"3443","David","41","DF"
"3444","Bruno","34","PA"
"3445","Iris","31","GO"
"3446","David","42","PR"
"3447","Bruno","18","BA"
"3448","Gloria","29","PI"
"3449","Hector","25","DF"
"3450","Hector","28","PR"
"3451","Bruno","28","BA"
"3452","Alice","21","MG"
"3453","João","36","AP"
"3454","Iris","33","AM"
"3455","Carla","33","PI"
"3456","João","42","MA"
"3457","Bruno","25","MG"
"3458","Gloria","47","MG"
"3459","Gloria","26","RN"
"3460","Gloria","20","PI"
"3461","João","36","RS"
"3462","Elena","30","BA"
"3463","Felipe","42","MT"
"3464","David","31","MA"
"3465","Alice","36","PI"
"3466","Gloria","28","CE"
"3467","Felipe","27","PR"
"3468","Alice","33","PR"
"3469","Carla","32","RN"
"3470","David","45","GO"
"3471","Elena","32","MA"
"3472","Felipe","25","PI"
"3473","Alice","41","PE"
"3474","Felipe","20","MT"
"3475","Gloria","36","AP"
"3476","Carla","20","DF"
"3477","Elena","25","AC"
"3478","Hector","46","RJ"
"3479","Iris","31","AP"
"3480","Gloria","41","MA"
"3481","Bruno","26","ES"
"3482","David","31","AM"
"3483","David","27","PR"
"3484","Bruno","45","MA"
"3485","Elena","24","RS"
"3486","David","50","CE"
"3487","David","46","CE"
"3488","David","21","RN"
"3489","Iris","27","PA"
"3490","Elena","39","CE"
"3491","Iris","18","AP"
"3492","João","39","MA"
"3493","Alice","24","CE"
"3494","Elena","49","CE"
"3495","Felipe","24","RS"
"3496","Iris","26","RN"
"3497","Alice","48","SP"
"3498","Iris","26","AM"
"3499","David","49","BA"
"3500","João","45","PE"
"3501","Hector","18","PA"
"3502","Elena","31","PB"
"3503","Alice","32","AM"
"3504","Alice","32","SP"
"3505","Bruno","30","AP"
"3506","Iris","36","BA"
"3507","Alice","50","MS"
"3508","Felipe","20","PI"
"3509","Gloria","33","PE"
"3510","Hector","36","PB"
"3511","Gloria","23","DF"
"3512","Carla","39","CE"
"3513","Iris","30","SP"
"3514","Elena","39","SP"
"3515","Alice","43","GO"
"3516","David","35","AC"
"3517","Gloria","30","PB"
"3518","Carla","30","RS"
"3519","Hector","25","PR"
"3520","Carla","23","PB"
"3521","Iris","46","PE"
"3522","Elena","25","PA"
"3523","Felipe","24","MT"
"3524","João","27","RN"
"3525","Gloria","40","GO"
"3526","David","29","AC"
"3527","Alice","46","PI"
"3528","David","33","AM"
"3529","João","43","AM"
"3530","Gloria","43","MS"
"3531","Carla","45","PA"
"3532","Carla","38","RN"
"3533","Iris","48","PR"
"3534","Gloria","29","MA"
"3535","Alice","39","RN"
"3536","Felipe","30","DF"
"3537","Felipe","25","AP"
"3538","Carla","18","MG"
"3539","Hector","38","MA"
"3540","Alice","47","PA"
"3541","Bruno","49","MG"
"3542","Carla","26","PA"
"3543","Gloria","27","MA"
"3544","Carla","46","CE"
"3545","Iris","41","RS"
"3546","João","34","MA"
"3547","Felipe","25","MG"
"3548","Carla","39","AC"
"3549","Iris","38","PR"
"3550","Hector","19","PR"
"3551","Elena","50","MS"
"3552","João","37","MG"
"3553","Elena","40","PI"
"3554","João","20","MA"
"3555","Felipe","25","RJ"
"3556","João","19","MG"
"3557","Iris","27","RJ"
"3558","Elena","30","RN"
"3559","Felipe","45","MA"
"3560","David","28","DF"
"3561","David","36","RN"
"3562","David","21","RN"
"3563","Alice","22","MS"
"3564","Iris","18","GO"
"3565","Alice","41","SP"
"3566","Hector","31","CE"
"3567","David","44","PA"
"3568","Iris","27","AL"
"3569","David","29","AC"
"3570","David","34","MS"
"3571","Gloria","19","RJ"
"3572","Carla","20","AP"
"3573","Alice","24","GO"
"3574","Gloria","41","RJ"
"3575","David","24","PE"
"3576","Felipe","22","CE"
"3577","Alice","28","MT"
"3578","Gloria","22","AM"
"3579","Elena","43","MT"
"3580","Bruno","41","PA"
"3581","Felipe","26","AL"
"3582","Alice","46","MG"
"3583","Gloria","30","PE"
"3584","João","32","MT"
"3585","João","46","MA"
"3586","João","22","DF"
"3587","Elena","49","RS"
"3588","Gloria","44","DF"
"3589","João","26","PI"
"3590","Hector","40","RN"
"3591","Alice","20","MA"
"3592","Carla","35","MA"
"3593","Elena","45","PI"
"3594","Hector","45","PR"
"3595","David","36","PE"
"3596","David","46","AM"
"3597","Hector","18","RS"
"3598","Carla","40","DF"
"3599","Hector","41","AL"
"3600","Elena","32","RS"
"3601","Hector","20","MT"
"3602","João","46","SP"
"3603","Iris","29","PA"
"3604","Hector","19","SP"
"3605","Carla","42","RN"
"3606","Alice","27","PB"
"3607","Felipe","21","MS"
"3608","Felipe","26","PB"
"3609","Iris","21","MS"
"3610","Bruno","33","BA"
"3611","João","45","PB"
"3612","Felipe","41","MT"
"3613","Felipe","40","CE"
"3614","Iris","28","PI"
"3615","João","47","RN"
"3616","Alice","34","MA"
"3617","Felipe","50","PE"
"3618","Hector","34","RN"
"3619","Elena","27","AL"
"3620","Alice","38","MG"
"3621","Alice","30","ES"
"3622","Bruno","36","PA"
"3623","Hector","24","ES"
"3624","Bruno","45","MT"
"3625","David","30","MA"
"3626","Elena","50","PI"
"3627","João","50","AM"
"3628","Alice","19","PE"
"3629","Elena","41","CE"
"3630","Alice","50","SP"
"3631","Gloria","39","MT"
"3632","João","32","CE"
"3633","Carla","27","PA"
"3634","Iris","29","PE"
"3635","Elena","22","BA"
"3636","João","25","RJ"
"3637","David","34","DF"
"3638","Felipe","43","PA"
"3639","João","41","GO"
"3640","Elena","28","PA"
"3641","Elena","33","PR"
"3642","Elena","29","PR"
